number,title,state,outcome_detail,opened_at_utc,merged_at_utc,closed_at_utc,merged_by,closed_by,url,merge_sha,retained_commit_count,retained_commit_author_counts,has_maintainer_authored_commit,force_push_events,merge_has_test_file_changes,review_highlight,later_follow_up,linked_issue_numbers,retained_commit_urls,source_file_overlap_with_later_noncohort_commits
7993,fix(Metric): canonicalize attribute order in series keys,MERGED,merged,2026-09-04T02:33:37Z,2026-09-04T05:45:22Z,2026-09-04T05:45:22Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7993,53e6c7311b948a62e93e57f6daee66a8ec24b030,5,kitlangton=1; tim-smart=4,True,1,True,"Tim refined attribute-order identity tests, added a different-value control, and simplified the final fixture.",No specific later follow-up identified.,7992,https://github.com/Effect-TS/effect/commit/be47bee730cc7984e1e95a11a255f1764e105c07; https://github.com/Effect-TS/effect/commit/b6570f941e54264323f647a2db67dad4d5a9fcaa; https://github.com/Effect-TS/effect/commit/b503b400b1a88c2af30eb697ef1d901621ff4fb2; https://github.com/Effect-TS/effect/commit/8119d55f4f425d239bfdb069da59b73711267a9a; https://github.com/Effect-TS/effect/commit/4f2b1fef5abe0ece04659e47ddd1c0c5992817d1,
8001,fix(Effect): forward original arguments to eager transforms,MERGED,merged,2026-09-04T06:33:13Z,2026-09-04T09:34:17Z,2026-09-04T09:34:17Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8001,4950a914a68306531a1111d4cdc4504aa8d3854e,2,kitlangton=1; tim-smart=1,True,0,True,Tim reduced the eager-transform regression to original-argument forwarding in EffectEager.test.ts.,No specific later follow-up identified.,8000,https://github.com/Effect-TS/effect/commit/138b5f21b83e0e38bd351700ec2e640997bcacd1; https://github.com/Effect-TS/effect/commit/8374e4f2c1d1edef89512ad9622b21d302b1ef20,4907e9b2470894ddaf0cbdec2612b59f04a51dbe; 72cfa2420977919ba57a8e6de538e01e06d5f380; 2a30248b6eb739f22403456209bc468f2f4ef26a
8003,fix(Effect): isolate public callback arguments,CLOSED,closed_unmerged_no_recorded_reason,2026-09-04T06:33:20Z,,2026-09-05T02:33:46Z,,tim-smart,https://github.com/Effect-TS/effect/pull/8003,,4,kitlangton=1; tim-smart=3,True,0,,"Tim reduced the callback matrix, fixed remaining adapters and removed an unused continuation before closing. No explanatory closure comment.",No confirmed merged replacement identified.,8002,https://github.com/Effect-TS/effect/commit/55df9235b6418476465f0acad72ffbd8699b83e3; https://github.com/Effect-TS/effect/commit/2631e9ff48de4e098cc727d0f85216fac9852692; https://github.com/Effect-TS/effect/commit/95c040b684c76394a2527d26f17a347ed53c739b; https://github.com/Effect-TS/effect/commit/4dfc0da58040373ded3c7080b83eab23eec5c31e,
8005,fix(Effect): skip restoration of expired scoped services,MERGED,merged,2026-09-04T06:33:27Z,2026-09-05T02:46:13Z,2026-09-05T02:46:13Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8005,c020987a0611c9e610a7eef347648b60026745b8,3,kitlangton=1; tim-smart=2,True,0,True,Tim consolidated and then reduced the expired-service restoration regression.,No specific later follow-up identified.,8004,https://github.com/Effect-TS/effect/commit/c29c81ced762e66605957ee278e7af922069249e; https://github.com/Effect-TS/effect/commit/9bd114f9cda4697f6c08712f0c9bf6c786f71b41; https://github.com/Effect-TS/effect/commit/d80489b03c0afe4f10748c4bed28c81b59bfe327,4907e9b2470894ddaf0cbdec2612b59f04a51dbe; 72cfa2420977919ba57a8e6de538e01e06d5f380; 2a30248b6eb739f22403456209bc468f2f4ef26a
8007,fix(Effect): preserve causes for unmatched reasons,MERGED,merged,2026-09-04T06:33:35Z,2026-09-04T23:53:10Z,2026-09-04T23:53:10Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8007,abe95d12340e1dd435e5df623b1967bf01938c94,2,tim-smart=2,True,1,True,The retained branch is Tim-authored test/fix commits tightening recovery predicates so unmatched reasons preserve the complete original cause.,No specific later follow-up identified.,8006,https://github.com/Effect-TS/effect/commit/11238458ba84ad8ff779645e3c1c3803217b7648; https://github.com/Effect-TS/effect/commit/068afc0f666e400dba342b0f5650203fb01f35ee,4907e9b2470894ddaf0cbdec2612b59f04a51dbe; 72cfa2420977919ba57a8e6de538e01e06d5f380; 2a30248b6eb739f22403456209bc468f2f4ef26a
8009,fix(Effect): type effectify mapper caller inputs,MERGED,merged,2026-09-04T06:33:43Z,2026-09-05T03:36:38Z,2026-09-05T03:36:38Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8009,a29b8f4de5aee58dd9ee645365c04cfe1ea6fa9f,2,kitlangton=1; tim-smart=1,True,0,True,Tim replaced separate type/runtime fixtures with one existing-suite type test and three exact mapper-input assertions.,No specific later follow-up identified.,8008,https://github.com/Effect-TS/effect/commit/3bce82242c4d8a5885da561ba2f7393296b60217; https://github.com/Effect-TS/effect/commit/4fad59c5fa1af5e386e70f181c41437a11cc0841,
8012,fix(Effect): preserve errors in saved tapDefect operators,MERGED,merged,2026-09-04T06:33:50Z,2026-09-04T09:49:29Z,2026-09-04T09:49:29Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8012,7b2c5bd3c394fa4751fb229394ac9c03e401f441,3,kitlangton=1; tim-smart=2,True,0,True,Tim reduced type coverage and simplified tapDefect to one overload per call style.,No specific later follow-up identified.,8011,https://github.com/Effect-TS/effect/commit/4333f5db104e6ad0dfe1b0bc56296c75f0fae3bb; https://github.com/Effect-TS/effect/commit/d531450e68c451fba4e6f293fd46a43333ddb64b; https://github.com/Effect-TS/effect/commit/5f3168b6dc0fe912af97d8af6326cf763d84b247,4907e9b2470894ddaf0cbdec2612b59f04a51dbe; 72cfa2420977919ba57a8e6de538e01e06d5f380; 2a30248b6eb739f22403456209bc468f2f4ef26a
8014,fix(Effect): retain union-record errors and services,MERGED,merged,2026-09-04T06:33:57Z,2026-09-05T02:54:58Z,2026-09-05T02:54:58Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8014,d6422f4104062e3e176abe92ef0e444cd4cc6bab,4,kitlangton=1; tim-smart=3,True,0,True,Tim added union-record option coverage and moved the distributive helper to the namespace's end.,No specific later follow-up identified.,8013,https://github.com/Effect-TS/effect/commit/0c82441a4045f25d4beaddfa6c3f19cd0f85b282; https://github.com/Effect-TS/effect/commit/aee0ecb047324c9e4e3a5aaa17dc9362f937d827; https://github.com/Effect-TS/effect/commit/59df0ae8fde59c6246b8180cb284d8130305dd6c; https://github.com/Effect-TS/effect/commit/32de18c35415cd90d7c9db65d60e4c48910008c7,
8016,fix(Effect): retain direct constructor error types,MERGED,merged,2026-09-04T06:34:04Z,2026-09-05T02:46:10Z,2026-09-05T02:46:10Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8016,ee336d80b4024b51654e7a2b8d869d244153fcdf,6,kitlangton=1; tim-smart=5,True,0,True,"Tim found additional unsafe constructor overload calls, tightened direct/mapped overloads, removed mapped error defaults, and reduced the final type-test matrix.",No specific later follow-up identified.,8015,https://github.com/Effect-TS/effect/commit/56bd12bd41811f7bc51e27bbab9cc865da84a494; https://github.com/Effect-TS/effect/commit/92586949044f75ab4749a5bcf16f0fefc9d18efc; https://github.com/Effect-TS/effect/commit/2c0b4e7e1d7d11d742c34f2324ecd42d4d8cd206; https://github.com/Effect-TS/effect/commit/0984fd5c9278c778e5646c148a37a9ee12420e66; https://github.com/Effect-TS/effect/commit/1cd580f2bfd20fba35d1fda9098c9f12e19e4dc5; https://github.com/Effect-TS/effect/commit/8b58fc1cc6084c103b4f1230ada025c5fbe0c7bf,
8020,fix(Effect): install cleanup before invoking use callbacks,MERGED,merged,2026-09-04T09:00:37Z,2026-09-05T02:39:39Z,2026-09-05T02:39:39Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8020,14526354f3d0288bd1d0a85c8d4aeee8abe2cd9b,3,kitlangton=1; tim-smart=2,True,0,True,Tim focused callback-defect cleanup tests and corrected the initial change to preserve acquireUseRelease use-callback masking.,No specific later follow-up identified.,8019,https://github.com/Effect-TS/effect/commit/70d925e37a74c806bb0ba8329c2e3de08bed2869; https://github.com/Effect-TS/effect/commit/70652bba6b256f8356735b910f3eb35b15b194d2; https://github.com/Effect-TS/effect/commit/9e96a770dea62222e9083dbb3cb50179d13c18ac,4907e9b2470894ddaf0cbdec2612b59f04a51dbe; 72cfa2420977919ba57a8e6de538e01e06d5f380; 2a30248b6eb739f22403456209bc468f2f4ef26a
8022,fix(Effect): type repeatOrElse fallback metadata correctly,MERGED,merged,2026-09-04T09:00:44Z,2026-09-05T02:37:38Z,2026-09-05T02:37:38Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8022,8426e5f7ad11f15e39565cf8ba0874bf974f5085,5,kitlangton=1; tim-smart=4,True,0,True,"Tim updated metadata examples/migration guidance, reduced tests to fallback types, and clarified the changeset.",No specific later follow-up identified.,8021,https://github.com/Effect-TS/effect/commit/9f4637783ac8fb33c4d5050d6a04edbbbd12b671; https://github.com/Effect-TS/effect/commit/83d4122cf32d35e1dd0299dc308fde96286c7d7f; https://github.com/Effect-TS/effect/commit/7717a90c1e486c22e987766c3561898dcb5b681a; https://github.com/Effect-TS/effect/commit/5b0b5bddf67149cee4868b5bbc9f475cc4308120; https://github.com/Effect-TS/effect/commit/fa3817bcc594bb39d53843fc2f431941f7aa1b0d,
8024,fix(Types): retain required named keys on indexed records,MERGED,merged,2026-09-04T09:00:52Z,2026-09-05T02:46:52Z,2026-09-05T02:46:52Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8024,0d9821346453d44696258103643d5482e63638b4,5,kitlangton=1; tim-smart=4,True,0,True,"Tim simplified RequiredKeys helpers, shortened documentation, and reduced the indexed-record type-test matrix.",No specific later follow-up identified.,8023,https://github.com/Effect-TS/effect/commit/a66d0b6f978c45368a6bc5722700810018c3817f; https://github.com/Effect-TS/effect/commit/88188b878dbc787e5a2d4584bb13609dfed9323d; https://github.com/Effect-TS/effect/commit/da33a59bae953dadf40841341a65f2d6e9f93d57; https://github.com/Effect-TS/effect/commit/72cb1eb582931c445f93f3f4646a6c98cd244691; https://github.com/Effect-TS/effect/commit/f55b10844c73335cbb01a06abd3c20f1bff35db5,
8026,fix(Effect): restore scoped NaN log annotations,MERGED,merged,2026-09-04T09:01:00Z,2026-09-05T03:07:08Z,2026-09-05T03:07:08Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8026,0847c41e2472a347cd8f77d460d3cbdfecd4adf0,4,kitlangton=1; tim-smart=3,True,0,True,Tim moved/reduced caller-managed-scope NaN restoration cases into Logger.test.ts and shortened the changeset.,No specific later follow-up identified.,8025,https://github.com/Effect-TS/effect/commit/ea07d7ea1f2f37fb5228d320c0d0b3170909e13d; https://github.com/Effect-TS/effect/commit/787259b5a771388c147a277f1fb8b18c395aa84f; https://github.com/Effect-TS/effect/commit/b2b55c0a24fad4b9df656918367d9bd68b026f28; https://github.com/Effect-TS/effect/commit/a96e4c9544c3cf8900409c2167c73e7f2c0eed3d,4907e9b2470894ddaf0cbdec2612b59f04a51dbe; 72cfa2420977919ba57a8e6de538e01e06d5f380; 2a30248b6eb739f22403456209bc468f2f4ef26a
8028,fix(Effect): return an Effect type from withErrorReporting,MERGED,merged,2026-09-04T09:01:08Z,2026-09-04T10:26:03Z,2026-09-04T10:26:03Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8028,bd393d63c19bdd0ab212d95576cec89051c8501c,3,kitlangton=1; tim-smart=2,True,0,True,Tim added an Exit-subtype type regression and narrowed withErrorReporting's return declaration.,No specific later follow-up identified.,8027,https://github.com/Effect-TS/effect/commit/a4f8c48fff88b7f4d23414be459135885a0e09ac; https://github.com/Effect-TS/effect/commit/23457e87d1ec04abfaa85f9214b5130e36507e0a; https://github.com/Effect-TS/effect/commit/3599e58dbb9ba8d90fdeebb8a7dc62b57122d19f,4907e9b2470894ddaf0cbdec2612b59f04a51dbe; 72cfa2420977919ba57a8e6de538e01e06d5f380; 2a30248b6eb739f22403456209bc468f2f4ef26a
8030,fix(Effect): constrain mapped track source errors to the mapper domain,MERGED,merged,2026-09-04T09:01:17Z,2026-09-05T02:28:26Z,2026-09-05T02:28:26Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8030,50ef80e251b85b5ee63aed06fe0244b5433ec2fa,7,kitlangton=1; tim-smart=6,True,0,True,"Tim folded coverage into existing suites, reduced it to incompatible-error rejection and narrow-error preservation, and simplified migration/release notes.",No specific later follow-up identified.,8029,https://github.com/Effect-TS/effect/commit/9eeeed704909d52f64b13d54e104e2f21b5ad2b0; https://github.com/Effect-TS/effect/commit/0c357d8be5fe7ff65015693f4e6b6ecf03b5e9a4; https://github.com/Effect-TS/effect/commit/6dee81d8ba143689b482706114574530093de5da; https://github.com/Effect-TS/effect/commit/d11bf31576ad0ee3c9b53158cb5284a17e026809; https://github.com/Effect-TS/effect/commit/93d453f7a2661b79a2f4d2f7d9b14a2ee420c0f3; https://github.com/Effect-TS/effect/commit/269c2ee98e0242246d3841987ddfa7ff119aaac8; https://github.com/Effect-TS/effect/commit/8cc14a03ce8102685ffd5e38705dd8915791b84f,
8032,fix(Effect): complete source cleanup before timeout fallback,MERGED,merged,2026-09-04T09:01:25Z,2026-09-05T00:03:06Z,2026-09-05T00:03:06Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8032,1c2afc15bbf4ce5a91d24da99bc275b5bd744e77,6,kitlangton=1; tim-smart=5,True,0,True,"Tim reduced timeout/fallback lifetime tests, simplified the continuation expression, and tightened documentation and compatibility notes.",No specific later follow-up identified.,8031,https://github.com/Effect-TS/effect/commit/1814034bdadf1b4bdba7c35287b189419d91691d; https://github.com/Effect-TS/effect/commit/8aa11ddb3d3220cb45f5904c994321e970328c8b; https://github.com/Effect-TS/effect/commit/4de556d6feb6e6bef76c65d96baec15eaf5ca297; https://github.com/Effect-TS/effect/commit/294dd2e21e9ea66771d43e466af4bbb976d274a3; https://github.com/Effect-TS/effect/commit/3f739eaac7f731382d0442f54f50a6716fdea096; https://github.com/Effect-TS/effect/commit/cde31675fc32227e82712a6851072c31619bcd6f,4907e9b2470894ddaf0cbdec2612b59f04a51dbe; 72cfa2420977919ba57a8e6de538e01e06d5f380; 2a30248b6eb739f22403456209bc468f2f4ef26a
8041,fix(docgen): validate parsed class property examples,MERGED,merged,2026-09-04T12:24:34Z,2026-09-05T20:30:18Z,2026-09-05T20:30:18Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8041,32f9c60189225e0105af46d532272f7462b39aa8,3,kitlangton=1; tim-smart=2,True,0,True,Tim clarified that previously unchecked property examples can now fail docgen and consolidated coverage in Core.test.ts using its fake spawner.,No specific later follow-up identified.,8040,https://github.com/Effect-TS/effect/commit/d5d9bf54157c54d478b37fe5bcc66f37045bb330; https://github.com/Effect-TS/effect/commit/57bba7cd7afd0e164387f1476b14ab5a8aecc221; https://github.com/Effect-TS/effect/commit/e7a691be4c8fa8fda5d56685132cda367c422b06,
8043,fix(docgen): keep colliding module examples in distinct files,MERGED,merged,2026-09-04T12:24:42Z,2026-09-05T20:38:42Z,2026-09-05T20:38:42Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8043,1747d842c80413dc4488574600c935d240d662d2,4,kitlangton=1; tim-smart=3,True,0,False,"Tim clarified unique temporary filenames, first consolidated the collision tests, then removed all newly added regression coverage before merge.",No specific later follow-up identified.,8042,https://github.com/Effect-TS/effect/commit/89389710fb0e983433d25a81a3c03c801d215d7b; https://github.com/Effect-TS/effect/commit/08c7647e6d066de3e58e114e0fad87903401b104; https://github.com/Effect-TS/effect/commit/5354414c8c1a28b6143d4618d55708316f4644df; https://github.com/Effect-TS/effect/commit/a59b45e8d28d7a3a5b8ed76df9dacb75d6d4b5ea,
8045,fix(api-diff): preserve CRLF import-map replacement guidance,MERGED,merged,2026-09-04T12:24:50Z,2026-09-05T09:53:24Z,2026-09-05T09:53:24Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8045,f9235832c4638437876b96f25b0423d1727b8030,3,kitlangton=1; tim-smart=2,True,0,True,Tim replaced a standalone 90-case matrix with three existing-suite line-ending cases and deleted the changeset for the private tool.,No specific later follow-up identified.,8044,https://github.com/Effect-TS/effect/commit/ad4fa943f6c053886da247d6e46d0dc57181772a; https://github.com/Effect-TS/effect/commit/b50d9c00bb769d840f0412441c39d61d75844f9a; https://github.com/Effect-TS/effect/commit/4ba5f6059db2134e551cf959664e3a45781c9fc6,
8047,fix(api-diff): preserve migration example fence framing,MERGED,merged,2026-09-04T12:24:58Z,2026-09-05T20:33:41Z,2026-09-05T20:33:41Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8047,9f75b5ea51729b033a18d57762325e5aa6a550e1,3,kitlangton=1; tim-smart=2,True,0,True,"Tim found stack overflow in the initial delimiter calculation, replaced it with a shared iterative helper for fences and inline spans, and added large-input regressions.",No specific later follow-up identified.,8046,https://github.com/Effect-TS/effect/commit/4dea9ddd0300d4db260c8e4149ba099e4fc5bfef; https://github.com/Effect-TS/effect/commit/a90ddbb413a00b4d003bbe2af2fbc223451b1c55; https://github.com/Effect-TS/effect/commit/5994e71e9c21ca552c78f6f0652b44c6f25694de,
8049,fix(doctest): execute TypeScript snippets from Markdown and MDX,MERGED,merged,2026-09-04T12:25:05Z,2026-09-05T20:34:41Z,2026-09-05T20:34:41Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8049,8efa56986d827b052d5a2abdf996812008e04635,5,kitlangton=1; tim-smart=4,True,0,True,"Tim extended the original Markdown fix to MDX, shared format detection, and tested native execution, relative imports, source maps, diagnostics and assertion composition.",Open downstream work: [#8079](https://github.com/Effect-TS/effect/pull/8079) explicitly references this PR while updating MCP.md examples and asking how to mark them for doctest execution. It remains open. The doctest PR also reports the JSDoc errors later repaired by #8105; those errors were in other modules.,8048,https://github.com/Effect-TS/effect/commit/d356888a5695d1f2c46c34b0f01a413803f7dee3; https://github.com/Effect-TS/effect/commit/f54ec0e14a0f2a7ce1699d0397a6f381b574670f; https://github.com/Effect-TS/effect/commit/aa39bb4075b8fb06c6cd90cd646b5342da75958c; https://github.com/Effect-TS/effect/commit/c07516b93d9ec36f304fabfdb3769de3e4724079; https://github.com/Effect-TS/effect/commit/7d3f25a137f52ae0532a49745632cf04436bec1a,
8051,fix(docgen): make module page paths relative to the source root,MERGED,merged,2026-09-04T12:25:15Z,2026-09-05T20:45:25Z,2026-09-05T20:45:25Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8051,e7eebf4685c294b423da3f7618629c0e0efc34cc,2,kitlangton=1; tim-smart=1,True,1,True,Tim moved source-relative module-page cases into Core.test.ts and removed the standalone harness.,No specific later follow-up identified.,8050,https://github.com/Effect-TS/effect/commit/300d5aba7bfec84dbd0bb44ee7069f24a79f75cf; https://github.com/Effect-TS/effect/commit/fb1d5b7880d4f2545310d4fb5e676be2dd84e257,
8057,fix(cli): reset date input buffer on Tab navigation,MERGED,merged,2026-09-04T16:57:08Z,2026-09-05T20:31:08Z,2026-09-05T20:31:08Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8057,d681c2eb1bb07d782540286368e8b42533df3063,3,kitlangton=1; tim-smart=2,True,0,True,Tim clarified the date-input change and reduced tests to Tab advancement/wraparound plus same-field digit accumulation.,No specific later follow-up identified.,8056,https://github.com/Effect-TS/effect/commit/e4522880d6501e5d3c1fd84a368e65a07197234f; https://github.com/Effect-TS/effect/commit/fa1e2e1ae28af33b00e344170cda96ab50ec1208; https://github.com/Effect-TS/effect/commit/f57c11111f7c61535f9c35f5f520f4b10ebf7519,9f37e58d00e06150d96af48fffe780947ca0d519
8059,fix(cli): preserve option-looking flag values in wizard mode,MERGED,merged,2026-09-04T16:57:17Z,2026-09-05T20:29:05Z,2026-09-05T20:29:05Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/8059,9bbe1a5940eee4642ffe854356128b617e0a064c,3,kitlangton=1; tim-smart=2,True,0,True,Tim clarified wizard flag handling and consolidated negative/option-looking/repeated/redacted-value regressions into Command.test.ts.,No specific later follow-up identified.,8058,https://github.com/Effect-TS/effect/commit/868e5268f1beab61784884c813e89f8eac7f27e8; https://github.com/Effect-TS/effect/commit/6302ff91e98bb74d27d3bc7239d06cfd387b757a; https://github.com/Effect-TS/effect/commit/49bd5d3040bdce23aa8239435e812d519015d1b3,
